# ELP20 — ELP2000-82B planetary perturbations, component=2 (1=longitude,2=latitude,3=distance) — truncated to |amplitude| >= 0.001 (188 -> 30 rows)
# Source: same as ELP1-3, see elp1.csv. ipla has 11 integer multipliers: for group <16, ipla(1..8) multiply the 8 planetary mean longitudes p(1..8) and ipla(9,10,11) multiply del(D),del(l),del(F); for group >=16, ipla(1..7) multiply p(1..7) and ipla(8..11) multiply del(D),del(l'),del(l),del(F). Phase: y = pha_deg*deg + that sum, value added is amplitude*sin(y).
# columns: ipla1..ipla11 = integer multipliers; phaDeg = phase offset in degrees; amplitude = arcsec (longitude/latitude) or km (distance)
ipla1,ipla2,ipla3,ipla4,ipla5,ipla6,ipla7,ipla8,ipla9,ipla10,ipla11,phaDeg,amplitude
0,0,0,0,0,0,0,0,1,-2,-1,0.0,0.002
0,0,0,0,0,0,0,0,1,-1,-1,0.0,0.01696
0,0,0,0,0,0,0,0,1,-1,1,0.0,0.01419
0,0,0,0,0,0,0,0,1,0,-1,0.0,0.01215
0,0,0,0,0,0,0,0,1,0,1,0.0,0.01623
0,0,0,0,0,0,0,0,1,1,-1,0.0,0.01279
0,0,0,0,0,0,0,0,1,1,1,0.0,0.01338
0,0,0,0,0,0,0,0,1,2,1,0.0,0.00161
0,0,0,0,0,0,0,1,1,0,-1,180.0,0.00202
0,0,0,0,0,0,0,1,1,0,1,180.0,0.00202
0,0,0,0,0,0,0,2,-2,-1,-1,180.0,0.00135
0,0,0,0,0,0,0,2,-2,-1,1,180.0,0.00158
0,0,0,0,0,0,0,2,-2,0,-1,180.0,0.00546
0,0,0,0,0,0,0,2,-2,0,1,180.0,0.00193
0,0,0,0,0,0,0,2,-1,-2,-1,180.0,0.00164
0,0,0,0,0,0,0,2,-1,-1,-1,180.0,0.01869
0,0,0,0,0,0,0,2,-1,-1,1,180.0,0.02229
0,0,0,0,0,0,0,2,-1,0,-1,180.0,0.0743
0,0,0,0,0,0,0,2,-1,0,1,180.0,0.01999
0,0,0,0,0,0,0,2,-1,1,-1,180.0,0.00443
0,0,0,0,0,0,0,2,-1,1,1,180.0,0.00285
0,0,0,0,0,0,0,2,0,0,-1,0.0,0.00295
0,0,0,0,0,0,0,2,1,-1,-1,0.0,0.00198
0,0,0,0,0,0,0,2,1,-1,1,0.0,0.0033
0,0,0,0,0,0,0,2,1,0,-1,0.0,0.03043
0,0,0,0,0,0,0,2,1,0,1,0.0,0.00318
0,0,0,0,0,0,0,2,1,1,-1,0.0,0.00207
0,0,0,0,0,0,0,4,-1,-1,-1,180.0,0.00149
0,0,0,0,0,0,0,4,-1,0,-1,180.0,0.00104
0,0,1,0,0,0,0,1,0,0,0,14.81311,0.01172
