# ELP19 — ELP2000-82B planetary perturbations, component=1 (1=longitude,2=latitude,3=distance) — truncated to |amplitude| >= 0.001 (226 -> 45 rows)
# Source: same as ELP1-3, see elp1.csv. ipla has 11 integer multipliers: for group <16, ipla(1..8) multiply the 8 planetary mean longitudes p(1..8) and ipla(9,10,11) multiply del(D),del(l),del(F); for group >=16, ipla(1..7) multiply p(1..7) and ipla(8..11) multiply del(D),del(l'),del(l),del(F). Phase: y = pha_deg*deg + that sum, value added is amplitude*sin(y).
# columns: ipla1..ipla11 = integer multipliers; phaDeg = phase offset in degrees; amplitude = arcsec (longitude/latitude) or km (distance)
ipla1,ipla2,ipla3,ipla4,ipla5,ipla6,ipla7,ipla8,ipla9,ipla10,ipla11,phaDeg,amplitude
0,0,0,0,0,0,0,0,1,-3,0,0.0,0.00169
0,0,0,0,0,0,0,0,1,-2,0,0.0,0.02438
0,0,0,0,0,0,0,0,1,-1,0,0.0,0.37115
0,0,0,0,0,0,0,0,1,0,0,0.0,1.6768
0,0,0,0,0,0,0,0,1,0,2,180.0,0.00104
0,0,0,0,0,0,0,0,1,1,0,0.0,0.2756
0,0,0,0,0,0,0,0,1,2,0,0.0,0.01923
0,0,0,0,0,0,0,0,1,3,0,0.0,0.00138
0,0,0,0,0,0,0,0,2,-1,0,0.0,0.01293
0,0,0,0,0,0,0,0,2,0,0,0.0,0.03747
0,0,0,0,0,0,0,0,2,1,0,0.0,0.00585
0,0,0,0,0,0,0,1,-1,0,0,0.0,0.00141
0,0,0,0,0,0,0,1,1,-1,0,180.0,0.0027
0,0,0,0,0,0,0,1,1,0,0,180.0,0.04516
0,0,0,0,0,0,0,1,1,1,0,180.0,0.00317
0,0,0,0,0,0,0,2,-3,-1,0,180.0,0.00186
0,0,0,0,0,0,0,2,-3,0,0,180.0,0.00256
0,0,0,0,0,0,0,2,-2,-2,0,180.0,0.00148
0,0,0,0,0,0,0,2,-2,-1,0,180.0,0.03707
0,0,0,0,0,0,0,2,-2,0,0,180.0,0.04048
0,0,0,0,0,0,0,2,-2,1,0,180.0,0.00378
0,0,0,0,0,0,0,2,-1,-3,0,180.0,0.0012
0,0,0,0,0,0,0,2,-1,-2,0,180.0,0.02165
0,0,0,0,0,0,0,2,-1,-1,0,180.0,0.51642
0,0,0,0,0,0,0,2,-1,-1,2,0.0,0.00107
0,0,0,0,0,0,0,2,-1,0,-2,180.0,0.00539
0,0,0,0,0,0,0,2,-1,0,0,180.0,0.41383
0,0,0,0,0,0,0,2,-1,1,0,180.0,0.03649
0,0,0,0,0,0,0,2,-1,2,0,180.0,0.00295
0,0,0,0,0,0,0,2,0,-1,0,0.0,0.00819
0,0,0,0,0,0,0,2,0,0,0,0.0,0.01072
0,0,0,0,0,0,0,2,0,1,0,0.0,0.00128
0,0,0,0,0,0,0,2,1,-2,0,180.0,0.00631
0,0,0,0,0,0,0,2,1,-1,0,0.0,0.07118
0,0,0,0,0,0,0,2,1,0,-2,0.0,0.00362
0,0,0,0,0,0,0,2,1,0,0,0.0,0.06128
0,0,0,0,0,0,0,2,1,1,0,0.0,0.00734
0,0,0,0,0,0,0,2,2,-2,0,0.0,0.00126
0,0,0,0,0,0,0,2,2,-1,0,0.0,0.0127
0,0,0,0,0,0,0,4,-2,-1,0,180.0,0.00155
0,0,0,0,0,0,0,4,-1,-2,0,180.0,0.00686
0,0,0,0,0,0,0,4,-1,-1,0,180.0,0.01097
0,0,0,0,0,0,0,4,-1,0,0,180.0,0.00469
0,0,0,0,0,0,0,4,1,-1,0,0.0,0.0016
0,0,1,0,0,0,0,1,0,0,-1,194.81311,0.00247
