# ELP16 — ELP2000-82B planetary perturbations, component=1 (1=longitude,2=latitude,3=distance) — truncated to |amplitude| >= 0.001 (170 -> 21 rows)
# Source: same as ELP1-3, see elp1.csv. ipla has 11 integer multipliers: for group <16, ipla(1..8) multiply the 8 planetary mean longitudes p(1..8) and ipla(9,10,11) multiply del(D),del(l),del(F); for group >=16, ipla(1..7) multiply p(1..7) and ipla(8..11) multiply del(D),del(l'),del(l),del(F). Phase: y = pha_deg*deg + that sum, value added is amplitude*sin(y).
# columns: ipla1..ipla11 = integer multipliers; phaDeg = phase offset in degrees; amplitude = arcsec (longitude/latitude) or km (distance)
ipla1,ipla2,ipla3,ipla4,ipla5,ipla6,ipla7,ipla8,ipla9,ipla10,ipla11,phaDeg,amplitude
0,0,0,0,0,0,0,0,0,1,0,180.00567,0.00963
0,0,0,0,0,0,0,0,1,-1,0,154.2748,0.00135
0,0,0,0,0,0,0,0,1,0,0,155.7663,0.00661
0,0,0,0,0,0,0,0,1,1,0,154.62845,0.0012
0,0,0,0,0,0,0,1,1,0,0,335.7868,0.00159
0,0,0,0,0,0,0,2,0,-1,0,180.074,0.00181
0,0,1,0,0,0,0,-1,0,-1,1,275.13151,0.00146
0,0,1,0,0,0,0,-1,0,0,1,95.13222,0.00851
0,0,1,0,0,0,0,-1,0,1,-1,275.13348,0.00772
0,0,1,0,0,0,0,1,0,-2,-1,95.13465,0.0041
0,0,1,0,0,0,0,1,0,-1,-1,95.13459,0.06174
0,0,1,0,0,0,0,1,0,-1,1,95.13157,0.00858
0,0,1,0,0,0,0,1,0,0,-1,95.13523,0.28938
0,0,1,0,0,0,0,1,0,0,1,95.13225,0.06154
0,0,1,0,0,0,0,1,0,1,-1,95.13453,0.06245
0,0,1,0,0,0,0,1,0,1,1,95.13221,0.00661
0,0,1,0,0,0,0,1,0,2,-1,95.13449,0.00432
0,0,1,0,0,0,0,3,0,-1,-1,275.13441,0.00465
0,0,1,0,0,0,0,3,0,-1,1,95.13223,0.00143
0,0,1,0,0,0,0,3,0,0,-1,95.13395,0.00582
0,0,1,0,0,0,0,3,0,1,-1,95.13416,0.00106
