# ELP13 — ELP2000-82B planetary perturbations, component=1 (1=longitude,2=latitude,3=distance) — truncated to |amplitude| >= 0.001 (4384 -> 29 rows)
# Source: same as ELP1-3, see elp1.csv. ipla has 11 integer multipliers: for group <16, ipla(1..8) multiply the 8 planetary mean longitudes p(1..8) and ipla(9,10,11) multiply del(D),del(l),del(F); for group >=16, ipla(1..7) multiply p(1..7) and ipla(8..11) multiply del(D),del(l'),del(l),del(F). Phase: y = pha_deg*deg + that sum, value added is amplitude*sin(y).
# columns: ipla1..ipla11 = integer multipliers; phaDeg = phase offset in degrees; amplitude = arcsec (longitude/latitude) or km (distance)
ipla1,ipla2,ipla3,ipla4,ipla5,ipla6,ipla7,ipla8,ipla9,ipla10,ipla11,phaDeg,amplitude
0,0,0,0,2,-5,0,0,0,-1,0,79.70328,0.00131
0,0,0,0,2,-5,0,0,0,0,0,75.69874,0.00293
0,0,0,0,2,-5,0,0,0,1,0,79.70215,0.00131
0,0,1,-2,0,0,0,0,0,0,0,57.64503,0.00235
0,0,1,0,-2,0,0,0,0,0,0,43.20942,0.00108
0,0,2,-4,0,0,0,0,0,0,0,27.88777,0.00143
0,0,2,0,-3,0,0,0,2,-2,0,59.31457,0.00157
0,0,2,0,-3,0,0,0,2,-1,0,59.33774,0.00244
0,0,4,-8,3,0,0,0,-2,0,0,1.97038,0.00107
0,0,4,-8,3,0,0,0,-2,1,0,2.12715,0.00167
0,0,4,-8,3,0,0,0,0,-1,0,1.32715,0.00202
0,0,4,-8,3,0,0,0,0,0,0,2.27463,0.01056
0,0,4,-8,3,0,0,0,0,1,0,1.32745,0.00202
0,0,4,-8,3,0,0,0,2,-1,0,2.1284,0.00168
0,0,4,-8,3,0,0,0,2,0,0,1.9714,0.00107
0,0,8,-15,0,0,0,0,0,0,0,240.85911,0.00143
0,2,-3,0,0,0,0,0,0,0,0,17.46813,0.00353
0,3,-4,0,0,0,0,0,0,0,0,18.08492,0.00157
0,8,-13,0,0,0,0,0,0,0,0,93.28221,0.0032
0,10,-3,0,0,0,0,0,0,-1,0,60.66272,0.01443
0,12,-8,0,0,0,0,0,-2,1,0,321.11523,0.00122
0,18,-16,0,0,0,0,0,-2,-1,0,114.55114,0.00293
0,18,-16,0,0,0,0,0,-2,0,0,114.55967,0.00298
0,18,-16,0,0,0,0,0,0,-2,0,114.55388,0.0141
0,18,-16,0,0,0,0,0,0,-1,0,114.5655,0.25425
0,18,-16,0,0,0,0,0,0,0,0,114.79544,0.01326
0,18,-16,0,0,0,0,0,2,-2,0,114.5774,0.0028
0,18,-16,0,0,0,0,0,2,-1,0,114.57998,0.00291
0,20,-21,0,0,0,0,0,-2,1,0,18.18419,0.00118
