# ELP10 — ELP2000-82B planetary perturbations, component=1 (1=longitude,2=latitude,3=distance) — truncated to |amplitude| >= 0.001 (14328 -> 941 rows)
# Source: same as ELP1-3, see elp1.csv. ipla has 11 integer multipliers: for group <16, ipla(1..8) multiply the 8 planetary mean longitudes p(1..8) and ipla(9,10,11) multiply del(D),del(l),del(F); for group >=16, ipla(1..7) multiply p(1..7) and ipla(8..11) multiply del(D),del(l'),del(l),del(F). Phase: y = pha_deg*deg + that sum, value added is amplitude*sin(y).
# columns: ipla1..ipla11 = integer multipliers; phaDeg = phase offset in degrees; amplitude = arcsec (longitude/latitude) or km (distance)
ipla1,ipla2,ipla3,ipla4,ipla5,ipla6,ipla7,ipla8,ipla9,ipla10,ipla11,phaDeg,amplitude
0,0,0,0,0,0,0,0,0,1,0,359.93674,0.00962
0,0,0,0,0,0,0,0,1,0,0,180.01529,0.00414
0,0,0,0,0,0,0,0,2,-2,0,0.07845,0.00212
0,0,0,0,0,0,0,0,2,-1,0,0.12204,0.03726
0,0,0,0,0,0,0,0,2,0,0,0.09994,0.01585
0,0,0,0,0,0,0,0,2,1,0,0.11688,0.00135
0,0,0,0,0,0,1,-2,0,-1,0,101.14709,0.00125
0,0,0,0,0,0,1,-2,0,0,0,95.09731,0.00297
0,0,0,0,0,0,1,-2,0,1,0,101.14709,0.00125
0,0,0,0,0,0,1,0,0,0,0,242.32873,0.0011
0,0,0,0,0,1,0,0,-2,0,0,267.68227,0.0039
0,0,0,0,0,1,0,0,-2,1,0,269.19797,0.00584
0,0,0,0,0,1,0,0,0,-1,0,260.78714,0.00854
0,0,0,0,0,1,0,0,0,0,0,260.21409,0.01901
0,0,0,0,0,1,0,0,0,1,0,260.75637,0.0085
0,0,0,0,0,1,0,0,2,-1,0,268.86171,0.00583
0,0,0,0,0,1,0,0,2,0,0,267.10688,0.00392
0,0,0,0,0,2,0,0,0,0,0,326.8334,0.00111
0,0,0,0,1,-2,0,0,0,0,0,273.8763,0.00129
0,0,0,0,1,0,0,0,-4,1,0,0.19699,0.00102
0,0,0,0,1,0,0,0,-2,-1,0,350.45816,0.00286
0,0,0,0,1,0,0,0,-2,0,0,355.13454,0.03309
0,0,0,0,1,0,0,0,-2,1,0,359.80946,0.05756
0,0,0,0,1,0,0,0,-2,2,0,5.19536,0.00253
0,0,0,0,1,0,0,0,-1,0,0,188.32808,0.001
0,0,0,0,1,0,0,0,0,-2,0,295.89119,0.00273
0,0,0,0,1,0,0,0,0,-1,0,294.98414,0.04046
0,0,0,0,1,0,0,0,0,0,0,286.69628,0.08634
0,0,0,0,1,0,0,0,0,1,0,293.6711,0.0404
0,0,0,0,1,0,0,0,0,2,0,293.08941,0.00279
0,0,0,0,1,0,0,0,2,-2,0,7.90949,0.00237
0,0,0,0,1,0,0,0,2,-1,0,356.13718,0.05274
0,0,0,0,1,0,0,0,2,0,0,346.26872,0.02848
0,0,0,0,1,0,0,0,2,1,0,337.94966,0.00255
0,0,0,0,2,-6,3,0,0,0,0,358.47067,0.00146
0,0,0,0,2,-5,0,0,-2,0,0,259.5989,0.00155
