# ELP12 — ELP2000-82B planetary perturbations, component=3 (1=longitude,2=latitude,3=distance) — truncated to |amplitude| >= 0.001 (6631 -> 689 rows)
# Source: same as ELP1-3, see elp1.csv. ipla has 11 integer multipliers: for group <16, ipla(1..8) multiply the 8 planetary mean longitudes p(1..8) and ipla(9,10,11) multiply del(D),del(l),del(F); for group >=16, ipla(1..7) multiply p(1..7) and ipla(8..11) multiply del(D),del(l'),del(l),del(F). Phase: y = pha_deg*deg + that sum, value added is amplitude*sin(y).
# columns: ipla1..ipla11 = integer multipliers; phaDeg = phase offset in degrees; amplitude = arcsec (longitude/latitude) or km (distance)
ipla1,ipla2,ipla3,ipla4,ipla5,ipla6,ipla7,ipla8,ipla9,ipla10,ipla11,phaDeg,amplitude
0,0,0,0,0,0,0,0,0,0,0,90.0,0.02045
0,0,0,0,0,0,0,0,0,1,0,269.93968,0.0072
0,0,0,0,0,0,0,0,1,0,0,90.01711,0.00343
0,0,0,0,0,0,0,0,2,-2,0,90.08025,0.00203
0,0,0,0,0,0,0,0,2,-1,0,270.10502,0.03074
0,0,0,0,0,0,0,0,2,0,0,270.07659,0.0196
0,0,0,0,0,0,0,0,2,1,0,270.11156,0.00124
0,0,0,0,0,0,1,-2,0,-1,0,191.14709,0.00115
0,0,0,0,0,0,1,-2,0,1,0,11.14709,0.00115
0,0,0,0,0,1,0,0,-2,0,0,357.69043,0.00487
0,0,0,0,0,1,0,0,-2,1,0,359.14932,0.00469
0,0,0,0,0,1,0,0,0,-1,0,350.76811,0.00785
0,0,0,0,0,1,0,0,0,1,0,170.73819,0.00786
0,0,0,0,0,1,0,0,2,-1,0,178.83645,0.00467
0,0,0,0,0,1,0,0,2,0,0,176.90427,0.00495
0,0,0,0,1,0,0,0,-2,-1,0,81.8399,0.00255
0,0,0,0,1,0,0,0,-2,0,0,85.3007,0.04106
0,0,0,0,1,0,0,0,-2,1,0,89.84062,0.04609
0,0,0,0,1,0,0,0,-2,2,0,276.15644,0.0029
0,0,0,0,1,0,0,0,0,-2,0,21.69425,0.00195
0,0,0,0,1,0,0,0,0,-1,0,24.97221,0.03716
0,0,0,0,1,0,0,0,0,1,0,203.58505,0.03741
0,0,0,0,1,0,0,0,0,2,0,200.33164,0.002
0,0,0,0,1,0,0,0,2,-2,0,96.67799,0.00266
0,0,0,0,1,0,0,0,2,-1,0,266.09561,0.04282
0,0,0,0,1,0,0,0,2,0,0,256.15478,0.03539
0,0,0,0,1,0,0,0,2,1,0,247.09364,0.00226
0,0,0,0,2,-5,0,0,-2,0,0,350.23093,0.00192
0,0,0,0,2,-5,0,0,-2,1,0,268.64593,0.01128
0,0,0,0,2,-5,0,0,-2,2,0,82.90966,0.00151
0,0,0,0,2,-5,0,0,0,-2,0,76.47523,0.00344
